//CoDeSys Mapping Export V1.2;;;;;
//Mapped variable;//Parameter name @ counter in device;//Unit;//Description;//IEC address;//Device name
//Important: change only first, third or fourth column in Excel or add variable name before first ;;;;;
;Тип датчика@8;;См. перечисление FAST_ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB1232;MV210_102_4_1
;Полоса фильтра@8;;Полоса пропускания для фильтра нижних частот;%QB1233;MV210_102_4_1
;Сдвиг характеристики@8;;Величина смещения измеренного значения;%QD309;MV210_102_4_1
;Наклон характеристики@8;;Коэффициент масштабирования смещенного значения;%QD310;MV210_102_4_1
;Верхняя граница@8;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD311;MV210_102_4_1
;Нижняя граница@8;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD312;MV210_102_4_1
;Постоянная времени фильтра@8;с;;%QW626;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.NewSettings[2];Вход 2 (запись);;См. структуру FAST_ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD314;MV210_102_4_1
;Тип датчика@9;;См. перечисление FAST_ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB1256;MV210_102_4_1
;Полоса фильтра@9;;Полоса пропускания для фильтра нижних частот;%QB1257;MV210_102_4_1
;Сдвиг характеристики@9;;Величина смещения измеренного значения;%QD315;MV210_102_4_1
;Наклон характеристики@9;;Коэффициент масштабирования смещенного значения;%QD316;MV210_102_4_1
;Верхняя граница@9;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD317;MV210_102_4_1
;Нижняя граница@9;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD318;MV210_102_4_1
;Постоянная времени фильтра@9;с;;%QW638;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.NewSettings[3];Вход 3 (запись);;См. структуру FAST_ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD320;MV210_102_4_1
;Тип датчика@10;;См. перечисление FAST_ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB1280;MV210_102_4_1
;Полоса фильтра@10;;Полоса пропускания для фильтра нижних частот;%QB1281;MV210_102_4_1
;Сдвиг характеристики@10;;Величина смещения измеренного значения;%QD321;MV210_102_4_1
;Наклон характеристики@10;;Коэффициент масштабирования смещенного значения;%QD322;MV210_102_4_1
;Верхняя граница@10;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD323;MV210_102_4_1
;Нижняя граница@10;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD324;MV210_102_4_1
;Постоянная времени фильтра@10;с;;%QW650;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.NewSettings[4];Вход 4 (запись);;См. структуру FAST_ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD326;MV210_102_4_1
;Тип датчика@11;;См. перечисление FAST_ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB1304;MV210_102_4_1
;Полоса фильтра@11;;Полоса пропускания для фильтра нижних частот;%QB1305;MV210_102_4_1
;Сдвиг характеристики@11;;Величина смещения измеренного значения;%QD327;MV210_102_4_1
;Наклон характеристики@11;;Коэффициент масштабирования смещенного значения;%QD328;MV210_102_4_1
;Верхняя граница@11;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD329;MV210_102_4_1
;Нижняя граница@11;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD330;MV210_102_4_1
;Постоянная времени фильтра@11;с;;%QW662;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.NewSettings[5];Вход 5 (запись);;См. структуру FAST_ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD332;MV210_102_4_1
;Тип датчика@12;;См. перечисление FAST_ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB1328;MV210_102_4_1
;Полоса фильтра@12;;Полоса пропускания для фильтра нижних частот;%QB1329;MV210_102_4_1
;Сдвиг характеристики@12;;Величина смещения измеренного значения;%QD333;MV210_102_4_1
;Наклон характеристики@12;;Коэффициент масштабирования смещенного значения;%QD334;MV210_102_4_1
;Верхняя граница@12;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD335;MV210_102_4_1
;Нижняя граница@12;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD336;MV210_102_4_1
;Постоянная времени фильтра@12;с;;%QW674;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.NewSettings[6];Вход 6 (запись);;См. структуру FAST_ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD338;MV210_102_4_1
;Тип датчика@13;;См. перечисление FAST_ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB1352;MV210_102_4_1
;Полоса фильтра@13;;Полоса пропускания для фильтра нижних частот;%QB1353;MV210_102_4_1
;Сдвиг характеристики@13;;Величина смещения измеренного значения;%QD339;MV210_102_4_1
;Наклон характеристики@13;;Коэффициент масштабирования смещенного значения;%QD340;MV210_102_4_1
;Верхняя граница@13;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD341;MV210_102_4_1
;Нижняя граница@13;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD342;MV210_102_4_1
;Постоянная времени фильтра@13;с;;%QW686;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.NewSettings[7];Вход 7 (запись);;См. структуру FAST_ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD344;MV210_102_4_1
;Тип датчика@14;;См. перечисление FAST_ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB1376;MV210_102_4_1
;Полоса фильтра@14;;Полоса пропускания для фильтра нижних частот;%QB1377;MV210_102_4_1
;Сдвиг характеристики@14;;Величина смещения измеренного значения;%QD345;MV210_102_4_1
;Наклон характеристики@14;;Коэффициент масштабирования смещенного значения;%QD346;MV210_102_4_1
;Верхняя граница@14;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD347;MV210_102_4_1
;Нижняя граница@14;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD348;MV210_102_4_1
;Постоянная времени фильтра@14;с;;%QW698;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.NewSettings[8];Вход 8 (запись);;См. структуру FAST_ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD350;MV210_102_4_1
;Тип датчика@15;;См. перечисление FAST_ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB1400;MV210_102_4_1
;Полоса фильтра@15;;Полоса пропускания для фильтра нижних частот;%QB1401;MV210_102_4_1
;Сдвиг характеристики@15;;Величина смещения измеренного значения;%QD351;MV210_102_4_1
;Наклон характеристики@15;;Коэффициент масштабирования смещенного значения;%QD352;MV210_102_4_1
;Верхняя граница@15;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD353;MV210_102_4_1
;Нижняя граница@15;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD354;MV210_102_4_1
;Постоянная времени фильтра@15;с;;%QW710;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.Ch[1];Вход 1;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID494;MV210_102_4_1
;Значение;;;%ID494;MV210_102_4_1
;Циклическое время;;;%IW990;MV210_102_4_1
;Код статуса;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB1982;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.Ch[2];Вход 2;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID496;MV210_102_4_1
;Значение@1;;;%ID496;MV210_102_4_1
;Циклическое время@1;;;%IW994;MV210_102_4_1
;Код статуса@1;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB1990;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.Ch[3];Вход 3;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID498;MV210_102_4_1
;Значение@2;;;%ID498;MV210_102_4_1
;Циклическое время@2;;;%IW998;MV210_102_4_1
;Код статуса@2;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB1998;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.Ch[4];Вход 4;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID500;MV210_102_4_1
;Значение@3;;;%ID500;MV210_102_4_1
;Циклическое время@3;;;%IW1002;MV210_102_4_1
;Код статуса@3;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB2006;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.Ch[5];Вход 5;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID502;MV210_102_4_1
;Значение@4;;;%ID502;MV210_102_4_1
;Циклическое время@4;;;%IW1006;MV210_102_4_1
;Код статуса@4;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB2014;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.Ch[6];Вход 6;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID504;MV210_102_4_1
;Значение@5;;;%ID504;MV210_102_4_1
;Циклическое время@5;;;%IW1010;MV210_102_4_1
;Код статуса@5;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB2022;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.Ch[7];Вход 7;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID506;MV210_102_4_1
;Значение@6;;;%ID506;MV210_102_4_1
;Циклическое время@6;;;%IW1014;MV210_102_4_1
;Код статуса@6;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB2030;MV210_102_4_1
Application.GVL_PLC.A12_MV210_102.Ch[8];Вход 8;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID508;MV210_102_4_1
;Значение@7;;;%ID508;MV210_102_4_1
;Циклическое время@7;;;%IW1018;MV210_102_4_1
;Код статуса@7;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB2038;MV210_102_4_1
;;;Канал для того, чтобы в мастере срабатывал IoDrvWriteOutputs, без этого не сработает опрос по команде \ восстановлению связи;%QX1424.0;MV210_212_2_1
;Исключить модуль из опроса;;FALSE - включен, TRUE - выключен;%QX1424.1;MV210_212_2_1
;Флаг ошибки;;Признак ошибки опроса модуля;%IX2040.0;MV210_212_2_1
;Битовая маска входов;;;%ID511;MV210_212_2_1
;Вход 1;;;%IX2044.0;MV210_212_2_1
;Вход 2;;;%IX2044.1;MV210_212_2_1
;Вход 3;;;%IX2044.2;MV210_212_2_1
;Вход 4;;;%IX2044.3;MV210_212_2_1
;Вход 5;;;%IX2044.4;MV210_212_2_1
;Вход 6;;;%IX2044.5;MV210_212_2_1
;Вход 7;;;%IX2044.6;MV210_212_2_1
;Вход 8;;;%IX2044.7;MV210_212_2_1
;Вход 9;;;%IX2045.0;MV210_212_2_1
;Вход 10;;;%IX2045.1;MV210_212_2_1
;Вход 11;;;%IX2045.2;MV210_212_2_1
;Вход 12;;;%IX2045.3;MV210_212_2_1
;Вход 13;;;%IX2045.4;MV210_212_2_1
;Вход 14;;;%IX2045.5;MV210_212_2_1
;Вход 15;;;%IX2045.6;MV210_212_2_1
;Вход 16;;;%IX2045.7;MV210_212_2_1
;Вход 17;;;%IX2046.0;MV210_212_2_1
;Вход 18;;;%IX2046.1;MV210_212_2_1
;Вход 19;;;%IX2046.2;MV210_212_2_1
;Вход 20;;;%IX2046.3;MV210_212_2_1
;Вход 21;;;%IX2046.4;MV210_212_2_1
;Вход 22;;;%IX2046.5;MV210_212_2_1
;Вход 23;;;%IX2046.6;MV210_212_2_1
;Вход 24;;;%IX2046.7;MV210_212_2_1
;Вход 25;;;%IX2047.0;MV210_212_2_1
;Вход 26;;;%IX2047.1;MV210_212_2_1
;Вход 27;;;%IX2047.2;MV210_212_2_1
;Вход 28;;;%IX2047.3;MV210_212_2_1
;Вход 29;;;%IX2047.4;MV210_212_2_1
;Вход 30;;;%IX2047.5;MV210_212_2_1
;Вход 31;;;%IX2047.6;MV210_212_2_1
;Вход 32;;;%IX2047.7;MV210_212_2_1
;Значение;;Размерность и принимаемые значения смотри на вкладке Информация;%ID512;MV210_212_2_1
;Значение@1;;Размерность и принимаемые значения смотри на вкладке Информация;%ID513;MV210_212_2_1
;Значение@2;;Размерность и принимаемые значения смотри на вкладке Информация;%ID514;MV210_212_2_1
;Значение@3;;Размерность и принимаемые значения смотри на вкладке Информация;%ID515;MV210_212_2_1
;Значение@4;;Размерность и принимаемые значения смотри на вкладке Информация;%ID516;MV210_212_2_1
;Значение@5;;Размерность и принимаемые значения смотри на вкладке Информация;%ID517;MV210_212_2_1
;Значение@6;;Размерность и принимаемые значения смотри на вкладке Информация;%ID518;MV210_212_2_1
;Значение@7;;Размерность и принимаемые значения смотри на вкладке Информация;%ID519;MV210_212_2_1
;Значение счетчика;;Количество импульсов, детектированных на входе;%ID520;MV210_212_2_1
;Значение счетчика@1;;Количество импульсов, детектированных на входе;%ID521;MV210_212_2_1
;Значение счетчика@2;;Количество импульсов, детектированных на входе;%ID522;MV210_212_2_1
;Значение счетчика@3;;Количество импульсов, детектированных на входе;%ID523;MV210_212_2_1
;Значение счетчика@4;;Количество импульсов, детектированных на входе;%ID524;MV210_212_2_1
;Значение счетчика@5;;Количество импульсов, детектированных на входе;%ID525;MV210_212_2_1
;Значение счетчика@6;;Количество импульсов, детектированных на входе;%ID526;MV210_212_2_1
;Значение счетчика@7;;Количество импульсов, детектированных на входе;%ID527;MV210_212_2_1
;Значение счетчика@8;;Количество импульсов, детектированных на входе;%ID528;MV210_212_2_1
;Значение счетчика@9;;Количество импульсов, детектированных на входе;%ID529;MV210_212_2_1
;Значение счетчика@10;;Количество импульсов, детектированных на входе;%ID530;MV210_212_2_1
;Значение счетчика@11;;Количество импульсов, детектированных на входе;%ID531;MV210_212_2_1
;Значение счетчика@12;;Количество импульсов, детектированных на входе;%ID532;MV210_212_2_1
;Значение счетчика@13;;Количество импульсов, детектированных на входе;%ID533;MV210_212_2_1
;Значение счетчика@14;;Количество импульсов, детектированных на входе;%ID534;MV210_212_2_1
;Значение счетчика@15;;Количество импульсов, детектированных на входе;%ID535;MV210_212_2_1
;Значение счетчика@16;;Количество импульсов, детектированных на входе;%ID536;MV210_212_2_1
;Значение счетчика@17;;Количество импульсов, детектированных на входе;%ID537;MV210_212_2_1
;Значение счетчика@18;;Количество импульсов, детектированных на входе;%ID538;MV210_212_2_1
;Значение счетчика@19;;Количество импульсов, детектированных на входе;%ID539;MV210_212_2_1
;Значение счетчика@20;;Количество импульсов, детектированных на входе;%ID540;MV210_212_2_1
;Значение счетчика@21;;Количество импульсов, детектированных на входе;%ID541;MV210_212_2_1
;Значение счетчика@22;;Количество импульсов, детектированных на входе;%ID542;MV210_212_2_1
;Значение счетчика@23;;Количество импульсов, детектированных на входе;%ID543;MV210_212_2_1
;Сбросить значение;;;%QX1424.2;MV210_212_2_1
;Сбросить значение@1;;;%QX1424.3;MV210_212_2_1
;Сбросить значение@2;;;%QX1424.4;MV210_212_2_1
;Сбросить значение@3;;;%QX1424.5;MV210_212_2_1
;Сбросить значение@4;;;%QX1424.6;MV210_212_2_1
;Сбросить значение@5;;;%QX1424.7;MV210_212_2_1
;Сбросить значение@6;;;%QX1425.0;MV210_212_2_1
;Сбросить значение@7;;;%QX1425.1;MV210_212_2_1
;Сбросить счетчик;;;%QX1425.2;MV210_212_2_1
;Сбросить счетчик@1;;;%QX1425.3;MV210_212_2_1
;Сбросить счетчик@2;;;%QX1425.4;MV210_212_2_1
;Сбросить счетчик@3;;;%QX1425.5;MV210_212_2_1
;Сбросить счетчик@4;;;%QX1425.6;MV210_212_2_1
;Сбросить счетчик@5;;;%QX1425.7;MV210_212_2_1
;Сбросить счетчик@6;;;%QX1426.0;MV210_212_2_1
;Сбросить счетчик@7;;;%QX1426.1;MV210_212_2_1
;Сбросить счетчик@8;;;%QX1426.2;MV210_212_2_1
;Сбросить счетчик@9;;;%QX1426.3;MV210_212_2_1
;Сбросить счетчик@10;;;%QX1426.4;MV210_212_2_1
;Сбросить счетчик@11;;;%QX1426.5;MV210_212_2_1
;Сбросить счетчик@12;;;%QX1426.6;MV210_212_2_1
;Сбросить счетчик@13;;;%QX1426.7;MV210_212_2_1
;Сбросить счетчик@14;;;%QX1427.0;MV210_212_2_1
;Сбросить счетчик@15;;;%QX1427.1;MV210_212_2_1
;Сбросить счетчик@16;;;%QX1427.2;MV210_212_2_1
;Сбросить счетчик@17;;;%QX1427.3;MV210_212_2_1
;Сбросить счетчик@18;;;%QX1427.4;MV210_212_2_1
;Сбросить счетчик@19;;;%QX1427.5;MV210_212_2_1
;Сбросить счетчик@20;;;%QX1427.6;MV210_212_2_1
;Сбросить счетчик@21;;;%QX1427.7;MV210_212_2_1
;Сбросить счетчик@22;;;%QX1428.0;MV210_212_2_1
;Сбросить счетчик@23;;;%QX1428.1;MV210_212_2_1
;;;Канал для того, чтобы в мастере срабатывал IoDrvWriteOutputs, без этого не сработает опрос по команде \ восстановлению связи;%QX1428.2;MV210_212_3_1
;Исключить модуль из опроса;;FALSE - включен, TRUE - выключен;%QX1428.3;MV210_212_3_1
;Флаг ошибки;;Признак ошибки опроса модуля;%IX2176.0;MV210_212_3_1
;Битовая маска входов;;;%ID545;MV210_212_3_1
;Вход 1;;;%IX2180.0;MV210_212_3_1
;Вход 2;;;%IX2180.1;MV210_212_3_1
;Вход 3;;;%IX2180.2;MV210_212_3_1
;Вход 4;;;%IX2180.3;MV210_212_3_1
;Вход 5;;;%IX2180.4;MV210_212_3_1
;Вход 6;;;%IX2180.5;MV210_212_3_1
;Вход 7;;;%IX2180.6;MV210_212_3_1
;Вход 8;;;%IX2180.7;MV210_212_3_1
;Вход 9;;;%IX2181.0;MV210_212_3_1
;Вход 10;;;%IX2181.1;MV210_212_3_1
;Вход 11;;;%IX2181.2;MV210_212_3_1
;Вход 12;;;%IX2181.3;MV210_212_3_1
;Вход 13;;;%IX2181.4;MV210_212_3_1
;Вход 14;;;%IX2181.5;MV210_212_3_1
;Вход 15;;;%IX2181.6;MV210_212_3_1
;Вход 16;;;%IX2181.7;MV210_212_3_1
;Вход 17;;;%IX2182.0;MV210_212_3_1
;Вход 18;;;%IX2182.1;MV210_212_3_1
;Вход 19;;;%IX2182.2;MV210_212_3_1
;Вход 20;;;%IX2182.3;MV210_212_3_1
;Вход 21;;;%IX2182.4;MV210_212_3_1
;Вход 22;;;%IX2182.5;MV210_212_3_1
;Вход 23;;;%IX2182.6;MV210_212_3_1
;Вход 24;;;%IX2182.7;MV210_212_3_1
;Вход 25;;;%IX2183.0;MV210_212_3_1
;Вход 26;;;%IX2183.1;MV210_212_3_1
;Вход 27;;;%IX2183.2;MV210_212_3_1
;Вход 28;;;%IX2183.3;MV210_212_3_1
;Вход 29;;;%IX2183.4;MV210_212_3_1
;Вход 30;;;%IX2183.5;MV210_212_3_1
;Вход 31;;;%IX2183.6;MV210_212_3_1
;Вход 32;;;%IX2183.7;MV210_212_3_1
;Значение;;Размерность и принимаемые значения смотри на вкладке Информация;%ID546;MV210_212_3_1
;Значение@1;;Размерность и принимаемые значения смотри на вкладке Информация;%ID547;MV210_212_3_1
;Значение@2;;Размерность и принимаемые значения смотри на вкладке Информация;%ID548;MV210_212_3_1
;Значение@3;;Размерность и принимаемые значения смотри на вкладке Информация;%ID549;MV210_212_3_1
;Значение@4;;Размерность и принимаемые значения смотри на вкладке Информация;%ID550;MV210_212_3_1
;Значение@5;;Размерность и принимаемые значения смотри на вкладке Информация;%ID551;MV210_212_3_1
;Значение@6;;Размерность и принимаемые значения смотри на вкладке Информация;%ID552;MV210_212_3_1
;Значение@7;;Размерность и принимаемые значения смотри на вкладке Информация;%ID553;MV210_212_3_1
;Значение счетчика;;Количество импульсов, детектированных на входе;%ID554;MV210_212_3_1
;Значение счетчика@1;;Количество импульсов, детектированных на входе;%ID555;MV210_212_3_1
;Значение счетчика@2;;Количество импульсов, детектированных на входе;%ID556;MV210_212_3_1
;Значение счетчика@3;;Количество импульсов, детектированных на входе;%ID557;MV210_212_3_1
;Значение счетчика@4;;Количество импульсов, детектированных на входе;%ID558;MV210_212_3_1
;Значение счетчика@5;;Количество импульсов, детектированных на входе;%ID559;MV210_212_3_1
;Значение счетчика@6;;Количество импульсов, детектированных на входе;%ID560;MV210_212_3_1
;Значение счетчика@7;;Количество импульсов, детектированных на входе;%ID561;MV210_212_3_1
;Значение счетчика@8;;Количество импульсов, детектированных на входе;%ID562;MV210_212_3_1
;Значение счетчика@9;;Количество импульсов, детектированных на входе;%ID563;MV210_212_3_1
;Значение счетчика@10;;Количество импульсов, детектированных на входе;%ID564;MV210_212_3_1
;Значение счетчика@11;;Количество импульсов, детектированных на входе;%ID565;MV210_212_3_1
;Значение счетчика@12;;Количество импульсов, детектированных на входе;%ID566;MV210_212_3_1
;Значение счетчика@13;;Количество импульсов, детектированных на входе;%ID567;MV210_212_3_1
;Значение счетчика@14;;Количество импульсов, детектированных на входе;%ID568;MV210_212_3_1
;Значение счетчика@15;;Количество импульсов, детектированных на входе;%ID569;MV210_212_3_1
;Значение счетчика@16;;Количество импульсов, детектированных на входе;%ID570;MV210_212_3_1
;Значение счетчика@17;;Количество импульсов, детектированных на входе;%ID571;MV210_212_3_1
;Значение счетчика@18;;Количество импульсов, детектированных на входе;%ID572;MV210_212_3_1
;Значение счетчика@19;;Количество импульсов, детектированных на входе;%ID573;MV210_212_3_1
;Значение счетчика@20;;Количество импульсов, детектированных на входе;%ID574;MV210_212_3_1
;Значение счетчика@21;;Количество импульсов, детектированных на входе;%ID575;MV210_212_3_1
;Значение счетчика@22;;Количество импульсов, детектированных на входе;%ID576;MV210_212_3_1
;Значение счетчика@23;;Количество импульсов, детектированных на входе;%ID577;MV210_212_3_1
;Сбросить значение;;;%QX1428.4;MV210_212_3_1
;Сбросить значение@1;;;%QX1428.5;MV210_212_3_1
;Сбросить значение@2;;;%QX1428.6;MV210_212_3_1
;Сбросить значение@3;;;%QX1428.7;MV210_212_3_1
;Сбросить значение@4;;;%QX1429.0;MV210_212_3_1
;Сбросить значение@5;;;%QX1429.1;MV210_212_3_1
;Сбросить значение@6;;;%QX1429.2;MV210_212_3_1
;Сбросить значение@7;;;%QX1429.3;MV210_212_3_1
;Сбросить счетчик;;;%QX1429.4;MV210_212_3_1
;Сбросить счетчик@1;;;%QX1429.5;MV210_212_3_1
;Сбросить счетчик@2;;;%QX1429.6;MV210_212_3_1
;Сбросить счетчик@3;;;%QX1429.7;MV210_212_3_1
;Сбросить счетчик@4;;;%QX1430.0;MV210_212_3_1
;Сбросить счетчик@5;;;%QX1430.1;MV210_212_3_1
;Сбросить счетчик@6;;;%QX1430.2;MV210_212_3_1
;Сбросить счетчик@7;;;%QX1430.3;MV210_212_3_1
;Сбросить счетчик@8;;;%QX1430.4;MV210_212_3_1
;Сбросить счетчик@9;;;%QX1430.5;MV210_212_3_1
;Сбросить счетчик@10;;;%QX1430.6;MV210_212_3_1
;Сбросить счетчик@11;;;%QX1430.7;MV210_212_3_1
;Сбросить счетчик@12;;;%QX1431.0;MV210_212_3_1
;Сбросить счетчик@13;;;%QX1431.1;MV210_212_3_1
;Сбросить счетчик@14;;;%QX1431.2;MV210_212_3_1
;Сбросить счетчик@15;;;%QX1431.3;MV210_212_3_1
;Сбросить счетчик@16;;;%QX1431.4;MV210_212_3_1
;Сбросить счетчик@17;;;%QX1431.5;MV210_212_3_1
;Сбросить счетчик@18;;;%QX1431.6;MV210_212_3_1
;Сбросить счетчик@19;;;%QX1431.7;MV210_212_3_1
;Сбросить счетчик@20;;;%QX1432.0;MV210_212_3_1
;Сбросить счетчик@21;;;%QX1432.1;MV210_212_3_1
;Сбросить счетчик@22;;;%QX1432.2;MV210_212_3_1
;Сбросить счетчик@23;;;%QX1432.3;MV210_212_3_1
;;;Канал для того, чтобы в мастере срабатывал IoDrvWriteOutputs, без этого не сработает опрос по команде \ восстановлению связи;%QX1432.4;MU210_403_2_1
;Исключить модуль из опроса;;FALSE - включен, TRUE - выключен;%QX1436.0;MU210_403_2_1
;Флаг ошибки;;Признак ошибки опроса модуля;%IX2312.0;MU210_403_2_1
;Битовая маска выходов (чтение);;;%ID579;MU210_403_2_1
;Выход 1;;;%IX2316.0;MU210_403_2_1
;Выход 2;;;%IX2316.1;MU210_403_2_1
;Выход 3;;;%IX2316.2;MU210_403_2_1
;Выход 4;;;%IX2316.3;MU210_403_2_1
;Выход 5;;;%IX2316.4;MU210_403_2_1
;Выход 6;;;%IX2316.5;MU210_403_2_1
;Выход 7;;;%IX2316.6;MU210_403_2_1
;Выход 8;;;%IX2316.7;MU210_403_2_1
;Выход 9;;;%IX2317.0;MU210_403_2_1
;Выход 10;;;%IX2317.1;MU210_403_2_1
;Выход 11;;;%IX2317.2;MU210_403_2_1
;Выход 12;;;%IX2317.3;MU210_403_2_1
;Выход 13;;;%IX2317.4;MU210_403_2_1
;Выход 14;;;%IX2317.5;MU210_403_2_1
;Выход 15;;;%IX2317.6;MU210_403_2_1
;Выход 16;;;%IX2317.7;MU210_403_2_1
;Выход 17;;;%IX2318.0;MU210_403_2_1
;Выход 18;;;%IX2318.1;MU210_403_2_1
;Выход 19;;;%IX2318.2;MU210_403_2_1
;Выход 20;;;%IX2318.3;MU210_403_2_1
;Выход 21;;;%IX2318.4;MU210_403_2_1
;Выход 22;;;%IX2318.5;MU210_403_2_1
;Выход 23;;;%IX2318.6;MU210_403_2_1
;Выход 24;;;%IX2318.7;MU210_403_2_1
;Битовая маска выходов (запись);;;%QD360;MU210_403_2_1
;Выход 1@1;;;%QX1440.0;MU210_403_2_1
;Выход 2@1;;;%QX1440.1;MU210_403_2_1
;Выход 3@1;;;%QX1440.2;MU210_403_2_1
;Выход 4@1;;;%QX1440.3;MU210_403_2_1
;Выход 5@1;;;%QX1440.4;MU210_403_2_1
;Выход 6@1;;;%QX1440.5;MU210_403_2_1
;Выход 7@1;;;%QX1440.6;MU210_403_2_1
;Выход 8@1;;;%QX1440.7;MU210_403_2_1
;Выход 9@1;;;%QX1441.0;MU210_403_2_1
;Выход 10@1;;;%QX1441.1;MU210_403_2_1
;Выход 11@1;;;%QX1441.2;MU210_403_2_1
;Выход 12@1;;;%QX1441.3;MU210_403_2_1
;Выход 13@1;;;%QX1441.4;MU210_403_2_1
;Выход 14@1;;;%QX1441.5;MU210_403_2_1
;Выход 15@1;;;%QX1441.6;MU210_403_2_1
;Выход 16@1;;;%QX1441.7;MU210_403_2_1
;Выход 17@1;;;%QX1442.0;MU210_403_2_1
;Выход 18@1;;;%QX1442.1;MU210_403_2_1
;Выход 19@1;;;%QX1442.2;MU210_403_2_1
;Выход 20@1;;;%QX1442.3;MU210_403_2_1
;Выход 21@1;;;%QX1442.4;MU210_403_2_1
;Выход 22@1;;;%QX1442.5;MU210_403_2_1
;Выход 23@1;;;%QX1442.6;MU210_403_2_1
;Выход 24@1;;;%QX1442.7;MU210_403_2_1
;Период ШИМ (чтение);мс;;%IW1160;MU210_403_2_1
;Период ШИМ (чтение)@1;мс;;%IW1161;MU210_403_2_1
;Период ШИМ (чтение)@2;мс;;%IW1162;MU210_403_2_1
;Период ШИМ (чтение)@3;мс;;%IW1163;MU210_403_2_1
;Период ШИМ (чтение)@4;мс;;%IW1164;MU210_403_2_1
;Период ШИМ (чтение)@5;мс;;%IW1165;MU210_403_2_1
;Период ШИМ (чтение)@6;мс;;%IW1166;MU210_403_2_1
;Период ШИМ (чтение)@7;мс;;%IW1167;MU210_403_2_1
;Период ШИМ (чтение)@8;мс;;%IW1168;MU210_403_2_1
